samples	OTU1	OTU10	OTU106	OTU107	OTU11	OTU116	OTU12	OTU13	OTU135	OTU14	OTU140	OTU15	OTU151	OTU16	OTU161	OTU169	OTU17	OTU18	OTU19	OTU2	OTU20	OTU207	OTU21	OTU22	OTU224	OTU23	OTU24	OTU25	OTU26	OTU27	OTU28	OTU284	OTU29	OTU3	OTU30	OTU31	OTU32	OTU33	OTU34	OTU35	OTU36	OTU37	OTU38	OTU39	OTU4	OTU40	OTU401	OTU41	OTU42	OTU43	OTU432	OTU44	OTU45	OTU46	OTU47	OTU48	OTU49	OTU5	OTU50	OTU51	OTU52	OTU53	OTU54	OTU55	OTU552	OTU56	OTU57	OTU58	OTU59	OTU6	OTU60	OTU61	OTU62	OTU63	OTU64	OTU65	OTU66	OTU67	OTU68	OTU69	OTU7	OTU70	OTU71	OTU711	OTU72	OTU73	OTU74	OTU75	OTU76	OTU77	OTU79	OTU8	OTU80	OTU82	OTU83	OTU85	OTU9	OTU92	OTU98	OTU99
F6W1	5.999123608	4.852374761	3.280596932	-0.830276932	4.216661069	3.083562604	6.10888892	5.598122027	2.968271923	1.034507672	2.837935885	-0.830276932	-0.830276932	5.4896735	2.297280734	2.445151062	6.100040088	-0.830276932	-0.830276932	5.618468608	5.834943448	3.153643813	4.924025811	5.834943448	-0.830276932	1.282687302	4.741185537	3.541469772	1.481357997	5.02270894	4.454770965	4.168776398	3.470095849	5.295201846	3.280596932	4.534423844	-0.830276932	-0.830276932	3.309967619	-0.830276932	4.023881747	1.647025118	-0.830276932	4.009605987	-0.830276932	4.576079179	2.297280734	5.048476921	-0.830276932	5.375382152	-0.830276932	4.912434838	4.473027976	-0.830276932	3.445125763	3.338500225	3.309967619	5.334185539	1.789107632	-0.830276932	4.691547556	6.42370802	-0.830276932	-0.830276932	-0.830276932	-0.830276932	5.303121111	2.511620707	3.729325166	-0.830276932	-0.830276932	4.426744843	-0.830276932	5.246322232	-0.830276932	-0.830276932	-0.830276932	3.008197385	3.837441159	2.123685929	4.239770128	-0.830276932	4.168776398	-0.830276932	-0.830276932	-0.830276932	2.214245506	3.748175866	2.968271923	-0.830276932	5.612697419	5.229483274	-0.830276932	1.481357997	3.919387066	3.219133658	5.349363216	2.968271923	4.676900645	4.051836048
F12W1	2.15601768	2.930556186	-0.587750603	-0.587750603	-0.587750603	-0.587750603	6.732174529	5.017717182	3.971851495	5.09490109	2.875140347	-0.587750603	-0.587750603	5.632478034	2.816472499	-0.587750603	5.244131874	-0.587750603	-0.587750603	6.551909733	5.004253499	2.687677391	6.574717364	5.330898842	-0.587750603	3.783996101	5.4197215	5.069829266	4.842790483	4.997453064	1.889551447	-0.587750603	3.396170141	6.461425321	4.881842692	4.834793639	-0.587750603	-0.587750603	6.13378462	-0.587750603	5.076156398	4.470808679	-0.587750603	3.952638608	6.941118653	5.076156398	1.277034001	5.088691818	-0.587750603	-0.587750603	2.366212257	-0.587750603	5.265235268	-0.587750603	5.172297631	-0.587750603	3.250723714	1.889551447	-0.587750603	3.552493948	4.776950172	-0.587750603	-0.587750603	-0.587750603	-0.587750603	-0.587750603	1.277034001	3.635759776	5.754850854	-0.587750603	-0.587750603	5.254739239	-0.587750603	4.177526515	3.662042497	3.760766252	-0.587750603	-0.587750603	2.366212257	3.080462214	5.378629209	5.076156398	-0.587750603	-0.587750603	-0.587750603	-0.587750603	-0.587750603	2.456771834	-0.587750603	-0.587750603	-0.587750603	5.64683836	4.423490568	-0.587750603	-0.587750603	4.062740532	5.678414391	1.889551447	-0.587750603	4.113555867
F15W1	-0.541313517	-0.541313517	4.091648686	4.905031928	5.857281417	3.708479584	5.785161159	6.558638639	4.223963601	-0.541313517	4.340799463	-0.541313517	-0.541313517	-0.541313517	4.32691999	-0.541313517	5.854251571	-0.541313517	-0.541313517	7.435874873	5.429716385	4.407446373	6.472520202	6.387224301	-0.541313517	3.830433187	5.907432023	5.898762701	4.943483416	4.6671786	-0.541313517	5.29056896	-0.541313517	-0.541313517	4.761991391	4.159992954	-0.541313517	-0.541313517	-0.541313517	4.469927654	5.263547592	-0.541313517	-0.541313517	5.584165261	-0.541313517	4.6671786	2.734114477	5.966099871	-0.541313517	-0.541313517	-0.541313517	-0.541313517	4.636888551	2.976993273	2.921577434	5.509919671	-0.541313517	5.29056896	2.800584122	3.65520467	4.254477028	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	1.571650717	4.715708258	4.80622682	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	4.840258178	5.479489155	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	-0.541313517	6.960822798	-0.541313517	3.17225855	-0.541313517	4.881230725	5.316879344	2.202454767	-0.541313517	-0.541313517
F26W1	6.336002006	-0.852891253	2.767806689	1.890877031	4.585583235	-0.852891253	4.74586735	3.780070951	2.101071608	3.831762044	-0.852891253	-0.852891253	-0.852891253	3.164310434	2.609999698	3.287353298	4.912869651	5.288363833	-0.852891253	3.74406346	3.972509154	1.624410798	4.001267426	4.468343316	-0.852891253	6.139455812	5.108816745	2.001486903	1.011893352	1.260072981	5.296159624	3.096602684	3.131029492	5.30389511	4.108681113	3.471843269	5.752652671	3.927758958	1.890877031	5.319188851	4.239742877	2.101071608	-0.852891253	4.413560107	4.912869651	4.121331503	2.489006387	3.912385865	-0.852891253	4.304595419	-0.852891253	5.010481625	-0.852891253	3.227723117	4.069740437	4.494649085	1.766493311	6.575333904	3.287353298	4.355600864	-0.852891253	5.832969694	3.912385865	5.240268008	-0.852891253	-0.852891253	5.154580851	4.217155807	-0.852891253	-0.852891253	2.717921035	3.762229264	-0.852891253	-0.852891253	3.370619126	-0.852891253	-0.852891253	-0.852891253	4.228513112	2.101071608	4.325310815	2.55133185	4.860241313	-0.852891253	-0.852891253	-0.852891253	3.864795601	3.023975496	4.108681113	-0.852891253	-0.852891253	4.335509782	-0.852891253	3.986991667	4.889820517	3.315885904	5.443883171	3.780070951	3.060948284	2.665415537
F30W1	6.211114234	6.699327688	-0.690348562	-0.690348562	4.205453886	1.929036002	3.186518187	4.853051736	2.713874541	4.881113908	2.354173876	-0.690348562	-0.690348562	-0.690348562	1.174436043	-0.690348562	3.658168294	6.918296573	-0.690348562	4.657191776	3.478428595	2.651549078	3.830451385	3.259145375	-0.690348562	2.164029594	3.223490975	2.585079433	3.830451385	4.027338292	3.748015443	5.052363208	4.763806373	5.582699957	4.149534357	3.924771955	5.686842101	-0.690348562	-0.690348562	-0.690348562	3.888104236	4.576102798	-0.690348562	4.283874194	4.487853506	5.114512547	1.621286367	5.481731542	4.639731708	5.91273261	-0.690348562	-0.690348562	1.621286367	1.621286367	2.053419722	4.70781414	6.046402693	4.043454676	3.06661426	3.359062028	3.023223505	5.136187739	1.621286367	-0.690348562	5.063954181	-0.690348562	2.93034938	-0.690348562	3.148125756	7.165583638	3.223490975	3.830451385	-0.690348562	-0.690348562	3.506169625	3.869253536	-0.690348562	-0.690348562	3.326853125	-0.690348562	3.681398142	3.559444539	-0.690348562	4.205453886	5.069699673	-0.690348562	-0.690348562	2.93034938	1.621286367	3.293572183	-0.690348562	6.071960468	5.352284272	2.437209105	3.8104707	3.293572183	5.398696314	-0.690348562	3.420525302	1.621286367
F38W1	6.38341744	5.545733076	2.988963724	-0.809585131	5.287671656	-0.809585131	6.267606009	4.604897802	-0.809585131	-0.809585131	2.044793024	5.343340968	5.089315462	3.940078867	2.465842863	2.81111281	5.520135774	4.418602354	-0.809585131	6.039288324	3.823377072	2.903986935	3.207616555	3.858132959	1.303379102	6.297840343	4.151987234	3.139908805	3.067281617	3.768867666	4.761877338	4.086217316	3.670846064	5.064067971	4.456866228	4.456866228	3.805535385	2.465842863	5.561404922	-0.809585131	4.944717612	2.394638417	-0.809585131	3.840906005	4.885370623	4.841627317	2.761227156	4.447436644	-0.809585131	-0.809585131	2.708721658	4.704942717	2.653305819	2.234937306	2.317972535	4.294154054	2.988963724	5.896498952	-0.809585131	3.104254405	2.394638417	-0.809585131	4.044573548	-0.809585131	-0.809585131	-0.809585131	4.909533684	-0.809585131	2.94737769	-0.809585131	2.903986935	2.903986935	-0.809585131	-0.809585131	3.891721339	1.934183152	1.055199473	-0.809585131	4.712239357	2.708721658	5.967336412	3.49078765	-0.809585131	5.109064314	-0.809585131	-0.809585131	-0.809585131	3.271029238	4.76877154	-0.809585131	-0.809585131	3.986205414	-0.809585131	-0.809585131	4.001119934	3.924218106	5.354877339	1.502049797	-0.809585131	4.23735287
F43W1	-0.798700816	5.650044724	2.999848039	-0.798700816	2.664190135	1.820683748	1.820683748	3.21850087	3.21850087	-0.798700816	-0.798700816	5.740753759	-0.798700816	-0.798700816	3.21850087	2.719605974	6.4565694	4.701072062	6.000760356	4.429486669	5.354225284	2.958262005	3.078165932	4.055457863	-0.798700816	4.358785855	4.293933313	3.834261387	1.512934113	3.869017275	4.055457863	3.885952481	2.543196823	5.059492045	-0.798700816	3.11513872	-0.798700816	4.615782117	4.162871549	-0.798700816	4.995143932	2.543196823	-0.798700816	4.026699591	4.162871549	-0.798700816	-0.798700816	5.167678996	-0.798700816	1.512934113	-0.798700816	2.543196823	2.958262005	1.066083788	1.945067468	3.370076341	5.252532372	4.967060087	-0.798700816	2.476727178	3.779751982	-0.798700816	-0.798700816	1.066083788	-0.798700816	-0.798700816	5.217678049	1.512934113	2.821997126	7.711028224	3.72209913	3.341543735	-0.798700816	4.504604092	5.346459762	-0.798700816	-0.798700816	-0.798700816	4.259858466	-0.798700816	-0.798700816	2.155262045	-0.798700816	3.902605655	3.501671965	-0.798700816	-0.798700816	2.999848039	1.820683748	-0.798700816	2.999848039	5.23089119	-0.798700816	-0.798700816	3.834261387	3.039773501	1.314263418	3.21850087	-0.798700816	3.397817371
F45W1	1.964325195	-0.65505937	3.865740577	-0.65505937	5.8441807	-0.65505937	-0.65505937	5.052050895	3.455814495	6.863004812	3.258780167	-0.65505937	-0.65505937	-0.65505937	3.183414948	3.294434567	4.775481717	5.356876031	-0.65505937	7.008006634	1.964325195	3.645313412	6.125998256	5.192692259	3.669675153	1.209725235	2.088708914	4.751296741	3.101903452	2.68683827	4.380120707	5.155264741	5.433985506	-0.65505937	4.726512325	4.543437662	1.964325195	5.764491279	3.739389785	-0.65505937	5.557911025	4.6750209	-0.65505937	3.885329842	5.638359909	1.964325195	-0.65505937	-0.65505937	-0.65505937	-0.65505937	3.693457486	5.624825614	5.027592324	1.964325195	1.964325195	5.228769348	6.397268397	6.209123925	-0.65505937	4.902470447	4.601962406	-0.65505937	1.209725235	-0.65505937	-0.65505937	-0.65505937	3.620343325	-0.65505937	5.0759255	-0.65505937	3.143489485	4.573128116	-0.65505937	-0.65505937	2.199318786	-0.65505937	4.331655741	-0.65505937	2.389463068	3.669675153	5.297239008	-0.65505937	-0.65505937	-0.65505937	-0.65505937	-0.65505937	-0.65505937	3.739389785	-0.65505937	-0.65505937	-0.65505937	5.454390213	-0.65505937	4.459662902	2.68683827	2.199318786	1.209725235	-0.65505937	-0.65505937	2.749163733
F49W1	-0.574058775	6.820099024	3.443142911	-0.574058775	5.289314102	3.506555594	6.565601561	5.927913163	4.335248267	4.910738158	4.644329513	-0.574058775	-0.574058775	5.6711667	3.70134392	-0.574058775	6.542261576	-0.574058775	-0.574058775	7.615917399	1.538905458	1.737576153	5.114763872	5.765338064	4.058903428	4.265824144	4.022895938	4.321743672	6.125329601	5.273692853	4.782098591	4.495988284	-0.574058775	5.252477525	5.289314102	3.622459412	-0.574058775	6.11858876	5.635262646	-0.574058775	5.126992701	4.644329513	-0.574058775	4.175605223	-0.574058775	3.842588849	-0.574058775	3.77445808	-0.574058775	-0.574058775	3.566185776	-0.574058775	-0.574058775	-0.574058775	1.290725829	5.442320089	3.046639166	-0.574058775	1.737576153	2.28031938	3.475351814	-0.574058775	5.241698655	-0.574058775	-0.574058775	-0.574058775	2.944248014	5.551420002	5.771737062	-0.574058775	-0.574058775	5.13907379	-0.574058775	4.848485467	1.538905458	4.484500507	4.294174731	5.051270637	3.139513291	-0.574058775	5.719360503	-0.574058775	-0.574058775	-0.574058775	-0.574058775	-0.574058775	-0.574058775	2.767838864	2.767838864	-0.574058775	-0.574058775	5.120896979	-0.574058775	4.206591436	2.379904085	3.046639166	5.886130174	-0.574058775	-0.574058775	3.506555594
F51W1	7.298484623	-0.536087611	-0.536087611	-0.536087611	4.259702935	3.574786253	6.152040654	3.687422768	3.880560014	-0.536087611	4.332145896	6.50197797	-0.536087611	6.265397648	4.259702935	4.148565686	6.088942985	3.413406326	-0.536087611	6.861418219	5.152735037	4.711414816	5.886421182	4.578634661	-0.536087611	4.289312796	5.806513846	4.41267228	1.94121444	4.399693512	-0.536087611	-0.536087611	3.880560014	5.777295732	-0.536087611	4.303795308	-0.536087611	-0.536087611	-0.536087611	-0.536087611	4.711414816	4.114403525	-0.536087611	4.682300678	-0.536087611	4.13163048	2.508434827	-0.536087611	-0.536087611	-0.536087611	-0.536087611	1.94121444	-0.536087611	4.910257835	5.639779659	4.758130456	5.055916491	4.462965719	1.775547318	-0.536087611	4.346025369	-0.536087611	-0.536087611	-0.536087611	2.41787525	-0.536087611	2.207680673	-0.536087611	5.095775637	-0.536087611	-0.536087611	4.13163048	-0.536087611	-0.536087611	3.687422768	4.399693512	-0.536087611	-0.536087611	-0.536087611	2.207680673	6.699728	1.94121444	-0.536087611	-0.536087611	-0.536087611	-0.536087611	-0.536087611	-0.536087611	4.181599243	-0.536087611	-0.536087611	5.915531082	-0.536087611	2.508434827	-0.536087611	-0.536087611	-0.536087611	2.508434827	-0.536087611	4.213576388
F55W1	6.528056932	5.454771393	-0.955851953	3.460795672	5.535147444	-0.955851953	5.169626825	4.498302982	-0.955851953	4.201634719	1.355782976	5.562356305	-0.955851953	5.439713136	2.882622365	4.212046057	5.324033031	5.2822951	-0.955851953	-0.955851953	4.252640164	3.319550742	4.513741343	4.043201377	2.614960335	5.347599178	3.97992917	4.490493493	1.521450098	1.998110908	4.9229019	2.562454837	1.355782976	4.543920925	5.086780881	3.524579243	-0.955851953	-0.955851953	3.184392598	4.601677864	4.282039636	3.438597202	-0.955851953	4.005720413	-0.955851953	4.191113843	2.957987584	2.248371595	-0.955851953	3.564947994	1.898526203	3.884030967	3.415894751	-0.955851953	-0.955851953	-0.955851953	4.745199524	5.806457077	2.993641984	3.028068792	2.386045687	0.908932652	3.061349734	1.355782976	-0.955851953	-0.955851953	5.498631661	3.966779737	1.663532611	-0.955851953	4.319940904	3.939950495	-0.955851953	-0.955851953	6.021344582	3.028068792	-0.955851953	-0.955851953	4.147887232	2.088670485	4.521372056	1.787916331	-0.955851953	3.809425165	5.069355043	-0.955851953	-0.955851953	3.460795672	3.824798258	-0.955851953	-0.955851953	5.399466255	-0.955851953	-0.955851953	3.438597202	5.223788195	4.030863158	1.663532611	4.601677864	3.240666234
M7W1	5.422549207	-0.753318063	3.747501199	-0.753318063	4.782941898	-0.753318063	-0.753318063	5.729372187	2.291204375	4.455174054	-0.753318063	5.968217161	-0.753318063	5.852225861	-0.753318063	3.045230792	5.284986697	-0.753318063	-0.753318063	6.470640483	4.97175138	-0.753318063	-0.753318063	3.787071148	-0.753318063	4.628253632	4.804211753	4.257923108	2.101060092	5.040526686	4.959814503	4.693027382	4.66116487	-0.753318063	4.372267977	4.644844639	6.88903165	-0.753318063	5.00098468	5.222340406	3.897173073	3.443200124	-0.753318063	-0.753318063	5.110054815	4.540900004	1.866066501	-0.753318063	-0.753318063	-0.753318063	-0.753318063	-0.753318063	-0.753318063	3.964368791	2.101060092	2.914894754	1.866066501	7.051304158	5.012442841	4.245735267	4.339316066	-0.753318063	3.980485175	-0.753318063	-0.753318063	-0.753318063	3.470192316	4.818144406	2.914894754	-0.753318063	4.708585845	3.386926488	-0.753318063	-0.753318063	2.374239603	-0.753318063	2.200644798	-0.753318063	4.128794917	3.747501199	4.947733413	1.990450221	-0.753318063	-0.753318063	3.618428641	-0.753318063	4.114915444	3.443200124	2.764988727	-0.753318063	-0.753318063	2.200644798	5.418762041	3.085156255	2.374239603	4.114915444	5.921128538	-0.753318063	-0.753318063	5.66919073
M12W1	2.157902057	5.896498889	-0.886620381	2.951853937	3.193993989	2.57627057	3.309897806	3.863043618	0.978164224	2.57627057	-0.886620381	5.002257578	-0.886620381	-0.886620381	1.425014548	4.228101891	5.102796617	5.650202961	-0.886620381	4.301780654	5.102796617	1.967757775	3.572998409	4.16031762	2.631686409	4.783573973	3.953262538	4.148559695	2.781592437	3.224253483	4.738709031	4.10009473	4.469536986	4.961131247	3.027219156	2.781592437	4.389172476	4.074951985	1.857147903	4.049160742	4.06213951	2.157902057	5.918900803	4.291581687	3.336889998	2.911928474	-0.886620381	4.379830979	-0.886620381	-0.886620381	-0.886620381	4.884820742	3.81468609	-0.886620381	3.130581306	4.511542321	4.206013749	6.083768197	2.57627057	2.734077561	3.388782314	-0.886620381	0.978164224	1.226343853	-0.886620381	-0.886620381	4.677900027	1.425014548	3.162790209	7.482515649	2.317603167	4.398427516	-0.886620381	2.631686409	4.976752497	4.321871736	-0.886620381	-0.886620381	3.728500136	1.732764183	3.691832417	4.725511875	5.837102788	4.228101891	-0.886620381	-0.886620381	3.130581306	3.162790209	2.455277259	-0.886620381	-0.886620381	4.642447891	4.331767908	2.388807614	3.461896475	3.798032916	4.10009473	3.027219156	2.455277259	-0.886620381
M15W1	4.660491682	-0.678356727	3.622016054	-0.678356727	5.169394901	3.338844959	-0.678356727	4.468609069	3.338844959	5.717208361	4.132348338	-0.678356727	-0.678356727	4.356823349	-0.678356727	1.434607506	6.064845469	-0.678356727	-0.678356727	6.100634996	5.368585529	4.086920391	5.958662982	5.621761622	-0.678356727	5.174629145	5.398242437	3.078606094	3.693389977	4.132348338	3.622016054	4.940395877	4.597436129	6.49810629	4.966447497	3.646377795	-0.678356727	6.066986568	-0.678356727	-0.678356727	3.972134409	4.380202555	-0.678356727	2.449200939	4.257424396	3.972134409	-0.678356727	5.591255952	-0.678356727	-0.678356727	-0.678356727	5.604929041	2.725866375	1.633278201	3.571436374	4.520140304	4.703214967	5.431092855	3.120192128	2.942341214	3.622016054	-0.678356727	2.449200939	-0.678356727	-0.678356727	-0.678356727	1.941027837	4.775798207	4.257424396	-0.678356727	-0.678356727	4.66918361	-0.678356727	-0.678356727	3.432517137	3.078606094	3.51816146	-0.678356727	1.798945323	3.371053862	5.66424473	3.198510021	-0.678356727	-0.678356727	-0.678356727	-0.678356727	-0.678356727	3.918597986	3.90009607	-0.678356727	-0.678356727	5.723258901	-0.678356727	-0.678356727	3.571436374	3.338844959	5.195296375	3.972134409	-0.678356727	4.344925529
M22W1	-0.552230839	-0.552230839	3.464970847	-0.552230839	6.220537443	4.343571609	-0.552230839	5.092573385	4.529173526	5.815644432	-0.552230839	-0.552230839	-0.552230839	-0.552230839	3.431689905	-0.552230839	4.909673069	6.261313655	-0.552230839	7.677304522	4.213046279	2.851992263	6.43509151	5.646063086	5.351643651	5.039773263	5.91363108	2.492291599	3.772503683	3.431689905	-0.552230839	4.862252094	5.936006506	5.864352888	-0.552230839	5.432620983	-0.552230839	6.067963572	5.703519203	-0.552230839	5.767719593	4.329882141	-0.552230839	4.998259173	5.268930549	-0.552230839	3.115981978	-0.552230839	-0.552230839	-0.552230839	-0.552230839	-0.552230839	-0.552230839	-0.552230839	1.560733395	4.625971229	4.28765208	6.552212007	-0.552230839	3.361608697	4.357076203	-0.552230839	4.646266192	-0.552230839	-0.552230839	-0.552230839	4.28765208	4.870313403	4.181572399	-0.552230839	3.796286017	5.432620983	5.649752446	-0.552230839	2.067153725	-0.552230839	-0.552230839	-0.552230839	-0.552230839	2.191537445	3.796286017	3.324635909	-0.552230839	-0.552230839	-0.552230839	-0.552230839	4.506328443	3.018581448	2.492291599	4.741987228	-0.552230839	6.226760884	-0.552230839	-0.552230839	2.191537445	4.37040085	-0.552230839	-0.552230839	-0.552230839	4.080731364
M26W1	-0.56292407	5.47538069	-0.56292407	1.550040164	3.313942679	2.77897357	2.291454086	3.761810452	3.605853087	1.301860535	1.301860535	-0.56292407	-0.56292407	-0.56292407	3.057773872	-0.56292407	6.262535967	4.540815115	7.539607308	4.484013931	6.025251845	3.057773872	3.853723555	5.375091752	-0.56292407	5.646397352	4.262476337	5.015432601	2.95538272	4.60497394	3.150647997	4.929388871	-0.56292407	4.906669226	-0.56292407	4.411298686	-0.56292407	1.914377981	-0.56292407	-0.56292407	4.835238632	1.550040164	-0.56292407	5.421927752	-0.56292407	1.301860535	-0.56292407	6.069317229	6.242597114	-0.56292407	-0.56292407	-0.56292407	4.015528728	-0.56292407	1.301860535	3.605853087	6.099976392	-0.56292407	-0.56292407	1.550040164	4.121729227	-0.56292407	-0.56292407	-0.56292407	-0.56292407	-0.56292407	1.550040164	-0.56292407	4.034030643	7.45641955	-0.56292407	3.808822634	-0.56292407	-0.56292407	2.056460494	4.594562602	-0.56292407	-0.56292407	3.737448712	-0.56292407	1.301860535	4.749385852	-0.56292407	-0.56292407	3.547949794	-0.56292407	2.180844214	3.577320481	1.301860535	-0.56292407	-0.56292407	6.801738086	3.057773872	-0.56292407	-0.56292407	4.891230865	2.641299478	-0.56292407	-0.56292407	4.104794021
F6W6	5.852500517	4.446178712	3.148048965	0.963422979	3.57906957	3.209512239	6.114105947	4.962011253	3.267415532	1.211602609	3.238882926	-0.901361625	-0.901361625	5.74041377	2.502861477	3.599457636	6.07413726	-0.901361625	-0.901361625	5.488116091	4.410948296	2.766851192	3.863915493	4.704106161	-0.901361625	2.975505123	4.410948296	2.502861477	1.211602609	5.101627171	4.307130492	4.191272504	4.06021074	5.402089505	4.213360647	3.012477911	-0.901361625	-0.901361625	3.048132312	-0.901361625	4.365089734	2.302861923	-0.901361625	3.267415532	-0.901361625	4.870079498	1.718022939	5.15414416	-0.901361625	5.204040188	-0.901361625	4.886929096	4.437486785	0.963422979	3.423372897	4.145576376	2.052601236	4.935838599	-0.901361625	1.95301653	4.401943283	5.34386385	-0.901361625	-0.901361625	-0.901361625	-0.901361625	5.282037219	3.599457636	4.256125046	-0.901361625	-0.901361625	4.80574864	-0.901361625	3.179252744	-0.901361625	-0.901361625	-0.901361625	4.109879546	3.89442892	2.616945165	4.145576376	-0.901361625	4.704106161	-0.901361625	-0.901361625	-0.901361625	1.842406659	3.766356466	2.302861923	-0.901361625	4.967164575	5.515222102	-0.901361625	1.410273303	3.766356466	1.575940425	4.892483123	4.410948296	5.567324755	3.952797054
F12W6	-0.511892639	2.342485516	-0.511892639	-0.511892639	-0.511892639	-0.511892639	6.352290656	5.038597373	3.437601298	4.410739051	4.121069564	-0.511892639	-0.511892639	5.794880202	2.532629799	-0.511892639	3.245070182	-0.511892639	-0.511892639	4.861279174	6.108301772	3.472028106	6.963807283	6.006315619	-0.511892639	4.313507768	3.812841883	6.562224177	5.024367322	4.918648447	2.107491925	-0.511892639	2.830005	6.19196452	5.495579465	3.859854065	-0.511892639	-0.511892639	4.487160691	-0.511892639	4.987880239	3.472028106	-0.511892639	4.926581849	7.5146043	4.894463472	-0.511892639	4.902590294	-0.511892639	-0.511892639	1.352891965	-0.511892639	4.835647699	6.374824705	6.139326812	-0.511892639	2.692330909	-0.511892639	2.107491925	1.601071595	3.968538557	-0.511892639	-0.511892639	-0.511892639	-0.511892639	-0.511892639	-0.511892639	3.201679428	5.811325236	-0.511892639	-0.511892639	5.421316636	-0.511892639	5.341093233	-0.511892639	4.686604392	-0.511892639	-0.511892639	2.342485516	-0.511892639	5.48659266	2.692330909	-0.511892639	-0.511892639	-0.511892639	-0.511892639	-0.511892639	2.342485516	-0.511892639	-0.511892639	-0.511892639	6.173968308	4.934452806	-0.511892639	-0.511892639	2.342485516	5.827504201	2.231875645	-0.511892639	4.763900218
F15W6	-0.549764481	-0.549764481	4.586568573	3.118448337	5.388251341	3.971035466	5.132887212	6.46243271	3.971035466	-0.549764481	2.854458622	-0.549764481	-0.549764481	-0.549764481	4.100726655	-0.549764481	6.786876461	-0.549764481	-0.549764481	7.256339716	6.015628522	5.120429873	6.67153996	6.235412191	-0.549764481	5.344137352	5.388251341	4.43695063	3.971035466	4.753540427	-0.549764481	5.175304962	-0.549764481	-0.549764481	3.070933461	4.215512637	-0.549764481	-0.549764481	-0.549764481	4.888710007	6.225082588	-0.549764481	-0.549764481	5.878634478	-0.549764481	4.332348499	2.494757957	4.864718453	-0.549764481	-0.549764481	-0.549764481	-0.549764481	4.065356036	2.069620083	2.792133159	5.509995725	-0.549764481	6.511959643	3.844684674	3.750608301	4.246026065	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	1.761870448	4.46147669	4.864718453	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	6.140625973	4.083197723	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	-0.549764481	6.576834208	-0.549764481	3.951054781	-0.549764481	4.904390454	4.872779762	-0.549764481	-0.549764481	1.315020124
F26W6	5.387572386	-0.843445782	2.201076656	2.955103073	4.927995341	2.431982213	5.194858978	5.194858978	2.674861008	3.140474963	-0.843445782	-0.843445782	-0.843445782	4.260293403	2.955103073	3.140474963	4.814134087	4.459859126	-0.843445782	6.338560871	4.249188347	2.619445169	4.334756286	4.226601278	-0.843445782	5.732137094	4.55471692	2.619445169	-0.843445782	3.070393755	5.237319187	3.996437137	4.74855832	5.045432177	4.863664483	2.284111885	4.869686784	3.173755905	-0.843445782	4.68562249	4.587095305	3.594918223	-0.843445782	3.696943429	3.237168588	4.610709153	2.619445169	3.070393755	-0.843445782	3.636985414	-0.843445782	4.851509973	4.355051249	3.140474963	4.237958583	5.408808364	1.468189147	6.143876567	-0.843445782	4.950398967	2.913517039	6.895279983	5.249713479	5.207787406	-0.843445782	-0.843445782	4.249188347	2.201076656	3.140474963	-0.843445782	3.874241072	3.824272309	-0.843445782	1.900322502	4.801358442	3.325331375	-0.843445782	-0.843445782	3.789516422	1.775938782	2.201076656	4.355051249	4.950398967	-0.843445782	-0.843445782	-0.843445782	4.663731795	3.380064597	1.633856269	-0.843445782	-0.843445782	4.571037151	-0.843445782	2.913517039	4.079185908	3.070393755	5.576104866	2.498451858	3.789516422	2.010932373
F30W6	6.137759961	6.510448808	-0.657640704	-0.657640704	4.400918578	2.196737451	2.746582399	4.027012593	2.913171583	4.819583304	2.386881734	-0.657640704	-0.657640704	-0.657640704	3.140908151	-0.657640704	4.092023294	6.361086589	-0.657640704	4.920715967	4.251666338	3.055931363	4.834672236	3.055931363	-0.657640704	3.863159242	3.992850432	1.96174386	2.746582399	4.107636414	3.975321499	5.389301552	2.546582844	5.879182637	4.570546781	4.550851413	4.892849308	-0.657640704	-0.657640704	-0.657640704	3.482603847	4.654669218	-0.657640704	4.238161744	4.196517975	5.10240753	2.746582399	5.367566291	5.393592484	6.087702592	-0.657640704	-0.657640704	-0.657640704	2.546582844	2.805250247	5.467838074	5.873899307	4.599381071	3.219226044	1.96174386	3.901961394	5.558965397	1.45532353	-0.657640704	4.138149842	-0.657640704	4.010077387	-0.657640704	2.913171583	7.5348543	3.538877483	3.256198832	-0.657640704	-0.657640704	1.653994225	3.939314009	-0.657640704	-0.657640704	2.805250247	1.45532353	3.291853233	-0.657640704	-0.657640704	3.565869675	2.08612758	-0.657640704	-0.657640704	3.010572113	2.196737451	3.642732077	-0.657640704	6.274452357	5.615407814	1.2071439	2.469916962	3.992850432	6.206542591	-0.657640704	3.736808451	2.08612758
